trip_id,date,time,transport_type,route_id,vehicle_id,origin_station,origin_district,origin_latitude,origin_longitude,destination_station,destination_district,destination_latitude,destination_longitude,distance_km,fare_rwf,passengers_carried,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00317,2023-01-04,12:15:00,Bus,KG 7 Ave,RAD164F,Jabana,Gasabo,-1.901984,30.0436,Niboye,Kicukiro,-1.990403,30.102423,11.81,910,26,12:16:00,12:36:00,-2,28,Fog,27.6,33,12,3.1,None,0,98,0,0,2,Autumn,1
T00318,2023-01-04,12:30:00,Moto,KK 28 Ave,RAB696A,Kigali International Airport,Kicukiro,-1.968901,30.138814,Gahanga,Kicukiro,-2.022672,30.112343,6.66,1960,1,12:34:00,13:12:00,0,17,Rain,18.2,62,24,3.4,Sports,50000,26,0,0,2,Winter,1
T00319,2023-01-04,12:45:00,Bus,KN 4 Ave,RAD975C,Gitega,Nyarugenge,-1.955672,30.05143,Kigali City Centre (CBD),Nyarugenge,-1.951663,30.056756,0.74,240,26,12:46:00,13:27:00,12,24,Clear,28.6,57,41,10.2,Concert,10000,49,0,0,2,Spring,1
T00320,2023-01-04,13:00:00,Moto,KG 11 Ave,RAB358H,Biryogo,Nyarugenge,-1.962963,30.047202,Kanogo,Nyarugenge,-1.943267,30.03251,2.73,980,1,13:02:00,13:40:00,18,23,Storm,23.1,38,39,15.5,None,2000,65,0,1,2,Spring,1
T00321,2023-01-04,13:15:00,Bus,KG 205 St,RAD508H,Mageragere,Nyarugenge,-2.011542,30.009339,Kinyinya,Gasabo,-1.916689,30.096328,14.31,1060,17,13:17:00,13:50:00,7,-2,Rain,25.7,35,38,4.4,None,0,99,0,0,2,Spring,0
T00322,2023-01-04,13:30:00,Taxi,KK 5 Rd,RAC107E,Sonatube,Kicukiro,-1.966243,30.10346,Kigali City Centre (CBD),Nyarugenge,-1.951959,30.05795,5.3,3120,2,13:31:00,13:58:00,5,29,Fog,24.2,78,55,1.2,None,2000,64,0,0,2,Autumn,1
T00323,2023-01-04,13:45:00,Bus,KK 33 Ave,RAD766B,Kimicanga,Gasabo,-1.944631,30.070689,Sonatube,Kicukiro,-1.967797,30.104314,4.54,470,20,13:47:00,14:17:00,9,12,Storm,15.6,51,43,10.9,Festival,0,9,0,0,2,Summer,1
T00324,2023-01-04,14:00:00,Bus,KG 11 Ave,RAD390F,Kagugu,Gasabo,-1.913466,30.077478,Nyarutarama,Gasabo,-1.936677,30.108324,4.29,460,22,14:02:00,14:47:00,19,18,Storm,13.3,77,48,13.8,None,0,94,0,0,2,Autumn,1
T00325,2023-01-04,14:15:00,Bus,KK 432 St,RAD822C,Rugarama,Nyarugenge,-1.950387,30.023675,Kimihurura,Gasabo,-1.952848,30.091829,7.58,650,15,14:19:00,15:01:00,12,9,Clear,24.7,50,56,4.9,Concert,0,36,0,0,2,Winter,1
T00326,2023-01-04,14:30:00,Moto,KK 432 St,RAB578D,Rugarama,Nyarugenge,-1.951822,30.025269,Kabeza,Kicukiro,-1.978275,30.11533,10.43,2910,1,14:33:00,15:06:00,6,-2,Fog,20.9,62,43,14.8,Concert,50000,68,0,0,2,Summer,0
T00327,2023-01-04,14:45:00,Moto,KK 10 Ave,RAB694D,Gacuriro,Gasabo,-1.920792,30.088299,Masaka,Kicukiro,-1.995569,30.150776,10.83,3010,1,14:49:00,15:42:00,7,10,Cloudy,24.2,85,47,19.0,None,10000,40,0,1,2,Autumn,1
T00328,2023-01-04,15:00:00,Moto,KK 15 Rd,RAB234E,Kigali City Centre (CBD),Nyarugenge,-1.947294,30.058829,Kicukiro Centre,Kicukiro,-1.983636,30.102716,6.33,1880,1,15:00:00,15:55:00,17,24,Clear,20.3,58,9,2.7,None,2000,45,0,0,2,Spring,1
T00329,2023-01-04,15:15:00,Moto,KG 7 Ave,RAB317C,Kimicanga,Gasabo,-1.944475,30.072208,Rugando,Kicukiro,-1.961522,30.125649,6.23,1860,1,15:19:00,15:35:00,6,3,Clear,17.4,82,58,10.2,None,0,76,0,0,2,Winter,0
T00330,2023-01-04,15:30:00,Bus,KG 205 St,RAD494A,Kimisagara,Nyarugenge,-1.942933,30.040549,Niboye,Kicukiro,-1.985889,30.101416,8.28,700,32,15:31:00,16:07:00,12,14,Cloudy,17.0,69,56,1.1,Protest,0,44,1,0,2,Spring,1
T00331,2023-01-04,15:45:00,Bus,KK 5 Rd,RAD337F,Gisozi,Gasabo,-1.932135,30.06334,Gikondo,Kicukiro,-1.972484,30.068062,4.52,470,35,15:48:00,16:13:00,18,0,Cloudy,24.7,47,30,4.1,Sports,10000,87,0,1,2,Autumn,0
T00332,2023-01-04,16:00:00,Taxi,KN 3 Ave,RAC297B,Cyahafi,Nyarugenge,-1.954024,30.032654,Kimironko,Gasabo,-1.934628,30.117169,9.64,4860,3,16:01:00,16:32:00,18,26,Clear,16.8,76,43,1.8,Sports,0,26,0,1,2,Winter,1
T00333,2023-01-04,16:15:00,Taxi,KG 7 Ave,RAC464G,Kimisagara,Nyarugenge,-1.945132,30.041359,Kanyinya,Nyarugenge,-1.912243,30.0113,4.95,2980,3,16:15:00,17:14:00,-2,20,Storm,24.5,42,10,8.1,Sports,10000,64,0,0,2,Summer,1
T00334,2023-01-04,16:30:00,Bus,KG 17 Ave,RAD280A,Rwandex,Nyarugenge,-1.96435,30.070297,Kinyinya,Gasabo,-1.915832,30.095793,6.09,570,16,16:33:00,17:04:00,-1,16,Rain,18.7,56,24,16.4,None,0,83,0,1,2,Summer,1
T00335,2023-01-04,16:45:00,Moto,KG 11 Ave,RAB774H,Kigali Heights,Gasabo,-1.946922,30.091982,Kabeza,Kicukiro,-1.980891,30.114475,4.53,1430,1,16:47:00,17:08:00,16,27,Rain,25.4,91,45,11.5,None,2000,7,0,0,2,Autumn,1
T00336,2023-01-04,17:00:00,Bus,KG 205 St,RAD217E,Rebero,Kicukiro,-1.985,30.089403,Jabana,Gasabo,-1.897564,30.042586,11.03,860,17,17:04:00,17:52:00,11,20,Clear,14.5,74,53,4.5,Festival,10000,66,1,0,2,Autumn,1
T00337,2023-01-04,17:15:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC541D,Nzove,Nyarugenge,-1.933596,29.991276,Niboye,Kicukiro,-1.990757,30.09724,13.38,6350,2,17:16:00,17:58:00,5,3,Storm,15.6,32,51,0.8,Protest,0,48,0,1,2,Summer,0
T00338,2023-01-04,17:30:00,Moto,KG 17 Ave,RAB283D,Rwandex,Nyarugenge,-1.968063,30.06943,Kinyinya,Gasabo,-1.917686,30.098777,6.48,1920,1,17:30:00,18:25:00,3,22,Cloudy,23.9,51,44,11.1,Concert,0,95,0,1,2,Summer,1
T00339,2023-01-04,17:45:00,Moto,KK 33 Ave,RAB457A,Nyabugogo Bus Park,Nyarugenge,-1.9545,30.055928,Kimicanga,Gasabo,-1.94539,30.074106,2.26,860,1,17:47:00,18:14:00,9,9,Heavy Rain,21.8,56,33,2.7,Concert,0,88,0,1,2,Autumn,1
T00340,2023-01-04,18:00:00,Moto,KG 550 St,RAB974A,Rugarama,Nyarugenge,-1.947994,30.026659,Kimihurura,Gasabo,-1.951282,30.087258,6.74,1980,1,18:04:00,18:55:00,12,4,Clear,15.6,84,58,6.9,None,50000,88,0,1,2,Summer,0
T00341,2023-01-04,18:15:00,Taxi,KK 10 Ave,RAC867B,Rugando,Kicukiro,-1.958914,30.122223,Kagarama,Kicukiro,-1.976089,30.091663,3.9,2560,3,18:17:00,18:54:00,11,1,Fog,27.7,96,19,10.2,None,500,13,1,1,2,Winter,0
T00342,2023-01-04,18:30:00,Moto,KK 15 Rd,RAB387B,Kagugu,Gasabo,-1.911832,30.074362,Gitega,Nyarugenge,-1.951515,30.054972,4.91,1530,1,18:34:00,19:00:00,18,9,Storm,16.8,62,6,18.1,Concert,2000,61,0,0,2,Autumn,1
T00343,2023-01-04,18:45:00,Bus,KK 28 Ave,RAD804H,Kicukiro Centre,Kicukiro,-1.979322,30.102544,Rebero,Kicukiro,-1.985419,30.09115,1.44,290,31,18:48:00,19:16:00,-2,25,Fog,19.3,31,32,1.6,Festival,0,42,0,0,2,Winter,1
T00344,2023-01-04,19:00:00,Taxi,RN4 (Kigali-Kayonza Rd),RAC601D,Niboye,Kicukiro,-1.990674,30.10119,Nyabisindu,Nyarugenge,-1.97543,30.040071,7.0,3800,2,19:02:00,19:37:00,8,16,Fog,15.5,75,56,13.4,None,2000,26,0,0,2,Spring,1
T00345,2023-01-04,19:15:00,Moto,KN 3 Ave,RAB267D,Nyarugunga,Kicukiro,-1.992286,30.116951,Rebero,Kicukiro,-1.987645,30.088047,3.25,1110,1,19:17:00,20:04:00,0,10,Clear,18.8,62,34,0.3,None,500,95,0,1,2,Winter,1
T00346,2023-01-04,19:30:00,Taxi,KG 28 Ave,RAC306E,Kagarama,Kicukiro,-1.976438,30.092782,Kagarama,Kicukiro,-1.976992,30.089083,0.42,1170,1,19:32:00,20:26:00,16,28,Storm,20.6,87,28,12.6,None,0,26,0,0,2,Autumn,1
T00347,2023-01-04,19:45:00,Taxi,KG 11 Ave,RAC106H,Sonatube,Kicukiro,-1.970181,30.106242,Kinyinya,Gasabo,-1.916978,30.096427,6.02,3410,2,19:48:00,20:24:00,15,23,Fog,17.1,36,51,11.0,None,50000,67,0,0,2,Spring,1
T00348,2023-01-04,20:00:00,Taxi,KK 432 St,RAC701D,Kagarama,Kicukiro,-1.972385,30.089109,Gacuriro,Gasabo,-1.921204,30.092308,5.7,3280,2,20:00:00,20:44:00,17,21,Storm,25.4,44,11,16.2,None,0,74,0,1,2,Summer,1
T00349,2023-01-04,20:15:00,Moto,KN 3 Ave,RAB793C,Mageragere,Nyarugenge,-2.009224,30.007708,Rebero,Kicukiro,-1.988452,30.092647,9.72,2730,1,20:19:00,20:46:00,-1,0,Rain,18.9,55,4,10.6,Parade,0,47,0,1,2,Winter,0
T00350,2023-01-04,20:30:00,Moto,KN 4 Ave,RAB112F,Remera,Gasabo,-1.951963,30.107437,Kanombe,Kicukiro,-1.971762,30.136141,3.88,1270,1,20:32:00,21:10:00,4,17,Heavy Rain,24.7,40,11,7.1,Protest,0,66,0,0,2,Winter,1
T00351,2023-01-04,20:45:00,Bus,KN 3 Ave,RAD416H,Kabeza,Kicukiro,-1.981761,30.112362,Kigali Heights,Gasabo,-1.949315,30.089183,4.43,470,30,20:48:00,21:29:00,5,14,Fog,15.6,67,28,4.9,Festival,0,24,0,0,2,Autumn,1
T00352,2023-01-04,21:00:00,Bus,KN 3 Ave,RAD173A,Kimironko,Gasabo,-1.937032,30.11767,Kabuga,Gasabo,-1.927585,30.181737,7.2,630,25,21:00:00,21:30:00,16,11,Fog,18.6,56,34,1.7,Concert,500,63,0,0,2,Summer,1
T00353,2023-01-04,21:15:00,Taxi,KG 17 Ave,RAC856E,Rebero,Kicukiro,-1.988189,30.092879,Nyabisindu,Nyarugenge,-1.975087,30.041484,5.89,3360,3,21:19:00,21:43:00,19,20,Storm,12.1,36,19,10.7,None,0,23,0,0,2,Autumn,1
T00354,2023-01-04,21:30:00,Taxi,KK 5 Rd,RAC108F,Kabeza,Kicukiro,-1.979129,30.11774,Rebero,Kicukiro,-1.98807,30.091703,3.06,2220,3,21:33:00,22:14:00,12,4,Heavy Rain,25.2,30,36,17.8,Parade,10000,8,0,0,2,Summer,0
T00355,2023-01-04,21:45:00,Moto,KN 3 Ave,RAB357D,Masaka,Kicukiro,-1.994133,30.150766,Kicukiro Centre,Kicukiro,-1.979389,30.103916,5.46,1660,1,21:49:00,22:39:00,7,24,Rain,22.9,50,59,10.3,None,0,7,0,1,2,Autumn,1
T00356,2023-01-04,22:00:00,Bus,KK 5 Rd,RAD476C,Masaka,Kicukiro,-1.997168,30.147166,Jabana,Gasabo,-1.898353,30.047037,15.64,1140,17,22:02:00,22:51:00,19,17,Fog,26.3,59,0,14.8,Festival,0,94,0,0,2,Summer,1
T00357,2023-01-04,22:15:00,Taxi,RN4 (Kigali-Kayonza Rd),RAC288F,Cyahafi,Nyarugenge,-1.957387,30.036313,Nyanza (Kicukiro),Kicukiro,-1.991138,30.120701,10.1,5040,4,22:15:00,22:48:00,-2,12,Clear,19.9,37,15,6.0,Sports,500,58,1,0,2,Spring,1
T00358,2023-01-04,22:30:00,Bus,KG 9 Ave,RAD345A,Rugarama,Nyarugenge,-1.951619,30.022818,Nyamirambo,Nyarugenge,-1.968882,30.042027,2.87,370,16,22:33:00,22:50:00,3,12,Storm,25.9,32,29,9.0,None,2000,16,0,0,2,Autumn,1
T00359,2023-01-04,22:45:00,Moto,KN 4 Ave,RAB512A,Gikondo,Kicukiro,-1.972357,30.071817,Gatenga,Kicukiro,-1.977474,30.087999,1.89,770,1,22:45:00,23:21:00,10,13,Storm,23.3,84,8,6.5,None,0,42,0,0,2,Spring,1
T00360,2023-01-04,23:00:00,Taxi,KG 7 Ave,RAC245D,Niboye,Kicukiro,-1.988034,30.099997,Kigali Heights,Gasabo,-1.950055,30.089797,4.37,2750,1,23:02:00,23:44:00,11,5,Fog,12.0,44,41,2.2,None,50000,94,0,0,2,Autumn,0
T00361,2023-01-04,23:15:00,Bus,KG 9 Ave,RAD550H,Cyahafi,Nyarugenge,-1.95717,30.035821,Nyabisindu,Nyarugenge,-1.975592,30.042874,2.19,330,35,23:15:00,23:42:00,0,25,Rain,16.4,65,9,8.3,None,500,67,0,1,2,Autumn,1
T00362,2023-01-04,23:30:00,Bus,KK 10 Ave,RAD905G,Kagunga,Gasabo,-1.91169,30.109235,Gacuriro,Gasabo,-1.922808,30.090664,2.41,340,34,23:30:00,23:54:00,8,14,Fog,20.6,35,12,15.3,None,0,3,0,1,2,Autumn,1
T00363,2023-01-04,23:45:00,Bus,KK 432 St,RAD164H,Kigali City Centre (CBD),Nyarugenge,-1.9513,30.05977,Muhima,Nyarugenge,-1.944912,30.049527,1.34,280,18,23:46:00,00:09:00,0,8,Cloudy,22.8,71,47,7.9,Festival,0,7,0,0,2,Winter,1
T00364,2023-01-05,00:00:00,Moto,KK 15 Rd,RAB402A,Kimisagara,Nyarugenge,-1.943003,30.044956,Biryogo,Nyarugenge,-1.957576,30.042987,1.64,710,1,00:00:00,00:54:00,16,15,Fog,13.1,79,19,13.0,Sports,0,41,0,1,3,Autumn,1
T00365,2023-01-05,00:15:00,Moto,KN 4 Ave,RAB655F,Rutunga,Gasabo,-1.858175,30.081052,Gikondo,Kicukiro,-1.969595,30.069813,12.45,3410,1,00:19:00,00:53:00,7,18,Heavy Rain,24.3,47,28,15.2,None,10000,48,0,0,3,Summer,1
T00366,2023-01-05,00:30:00,Bus,KG 28 Ave,RAD723B,Gahanga,Kicukiro,-2.02043,30.110208,Kagunga,Gasabo,-1.909246,30.107926,12.37,940,20,00:33:00,01:12:00,12,11,Heavy Rain,21.5,79,56,6.5,None,0,5,0,0,3,Winter,1
T00367,2023-01-05,00:45:00,Bus,KG 550 St,RAD477H,Kagarama,Kicukiro,-1.973663,30.088989,Kinyinya,Gasabo,-1.917049,30.09839,6.38,580,21,00:46:00,01:13:00,8,-3,Cloudy,21.2,59,3,16.0,Concert,0,72,0,0,3,Summer,0
T00368,2023-01-05,01:00:00,Taxi,KK 33 Ave,RAC968D,Kabeza,Kicukiro,-1.979116,30.113796,Rugando,Kicukiro,-1.96094,30.127311,2.52,2010,1,01:03:00,01:49:00,12,-2,Heavy Rain,17.1,68,45,6.8,None,0,41,0,0,3,Summer,0
T00369,2023-01-05,01:15:00,Moto,KG 11 Ave,RAB480G,Gahanga,Kicukiro,-2.018928,30.109684,Kanogo,Nyarugenge,-1.945489,30.033963,11.73,3230,1,01:18:00,01:50:00,10,4,Heavy Rain,22.4,41,48,5.1,None,0,71,0,0,3,Summer,0
T00370,2023-01-05,01:30:00,Moto,KG 205 St,RAB284D,Sonatube,Kicukiro,-1.96782,30.105389,Kinyinya,Gasabo,-1.918622,30.095686,5.58,1700,1,01:32:00,02:22:00,2,18,Clear,12.5,88,27,4.4,Concert,2000,31,0,0,3,Summer,1
T00371,2023-01-05,01:45:00,Taxi,KN 5 Rd,RAC826H,Nyamirambo,Nyarugenge,-1.973072,30.042024,Gitega,Nyarugenge,-1.952102,30.051125,2.54,2020,3,01:47:00,02:06:00,1,21,Storm,13.1,73,36,4.0,None,500,14,0,0,3,Summer,1
T00372,2023-01-05,02:00:00,Bus,KG 7 Ave,RAD702B,Mageragere,Nyarugenge,-2.009676,30.008359,Kimihurura,Gasabo,-1.949564,30.087678,11.06,860,24,02:01:00,02:33:00,10,-2,Heavy Rain,24.8,33,12,14.7,None,0,81,0,0,3,Spring,0
T00373,2023-01-05,02:15:00,Moto,KG 17 Ave,RAB619B,Gisozi,Gasabo,-1.929923,30.065802,Gacuriro,Gasabo,-1.922194,30.090019,2.83,1010,1,02:17:00,02:35:00,6,5,Storm,17.6,65,56,17.8,None,0,86,0,0,3,Winter,0
T00374,2023-01-05,02:30:00,Bus,KG 7 Ave,RAD676H,Nyabisindu,Nyarugenge,-1.97524,30.041116,Kagugu,Gasabo,-1.912734,30.077808,8.06,680,14,02:32:00,03:15:00,14,5,Rain,18.1,77,2,4.6,None,0,68,0,0,3,Summer,0
T00375,2023-01-05,02:45:00,Taxi,KG 17 Ave,RAC142A,Kimironko,Gasabo,-1.937179,30.119657,Nyabisindu,Nyarugenge,-1.977655,30.038421,10.09,5040,3,02:47:00,03:29:00,-1,9,Fog,15.6,43,36,1.7,None,2000,26,0,0,3,Spring,1
T00376,2023-01-05,03:00:00,Taxi,KG 9 Ave,RAC736D,Rebero,Kicukiro,-1.988242,30.087723,Gatenga,Kicukiro,-1.982186,30.087451,0.67,1270,1,03:03:00,03:35:00,2,2,Clear,19.8,78,47,6.3,None,10000,96,0,0,3,Spring,0
T00377,2023-01-05,03:15:00,Bus,KG 17 Ave,RAD923A,Remera,Gasabo,-1.951495,30.110225,Kinyinya,Gasabo,-1.919992,30.099473,3.7,420,18,03:16:00,03:49:00,13,26,Cloudy,12.9,96,18,13.2,None,0,65,0,0,3,Summer,1
T00378,2023-01-05,03:30:00,Bus,KK 432 St,RAD600A,Gahanga,Kicukiro,-2.022264,30.109238,Nyakabanda,Nyarugenge,-1.966577,30.045688,9.39,760,31,03:33:00,04:15:00,4,11,Rain,17.2,38,27,7.4,Festival,0,58,0,1,3,Autumn,1
T00379,2023-01-05,03:45:00,Bus,KG 550 St,RAD348E,Kimicanga,Gasabo,-1.947402,30.073293,Kanyinya,Nyarugenge,-1.908182,30.007678,8.5,710,29,03:49:00,04:20:00,-2,11,Clear,21.2,50,18,11.0,Sports,0,27,0,0,3,Summer,1
T00380,2023-01-05,04:00:00,Moto,KG 11 Ave,RAB216A,Nyabugogo Bus Park,Nyarugenge,-1.957641,30.057081,Kigali Heights,Gasabo,-1.945971,30.091488,4.04,1310,1,04:03:00,04:33:00,9,3,Clear,20.1,45,16,14.9,Concert,50000,23,0,0,3,Spring,0
T00381,2023-01-05,04:15:00,Bus,KG 11 Ave,RAD994G,Kigali Heights,Gasabo,-1.950337,30.092804,Nyarutarama,Gasabo,-1.938888,30.109325,2.23,330,17,04:19:00,05:03:00,18,7,Cloudy,29.0,45,17,8.2,None,0,50,0,0,3,Summer,1
T00382,2023-01-05,04:30:00,Taxi,KK 432 St,RAC554A,Kanombe,Kicukiro,-1.96947,30.133502,Mageragere,Nyarugenge,-2.007016,30.011569,14.18,6670,3,04:30:00,05:13:00,8,-2,Cloudy,18.8,57,17,20.0,None,0,20,0,0,3,Spring,0
T00383,2023-01-05,04:45:00,Bus,RN4 (Kigali-Kayonza Rd),RAD957A,Sonatube,Kicukiro,-1.968946,30.102906,Kagugu,Gasabo,-1.912989,30.077238,6.84,610,33,04:45:00,05:19:00,9,6,Storm,18.8,80,56,6.0,None,0,30,0,1,3,Summer,1
T00384,2023-01-05,05:00:00,Bus,KK 15 Rd,RAD262H,Nyakabanda,Nyarugenge,-1.969906,30.04491,Kabusunzu,Nyarugenge,-1.958923,30.029355,2.12,330,23,05:04:00,05:38:00,16,13,Fog,20.8,85,22,19.6,Protest,0,74,0,0,3,Spring,1
T00385,2023-01-05,05:15:00,Moto,KG 9 Ave,RAB640D,Bumbogo,Gasabo,-1.891625,30.102748,Nzove,Nyarugenge,-1.934898,29.989166,13.51,3680,1,05:19:00,05:42:00,9,3,Rain,15.3,86,39,4.1,None,500,49,0,0,3,Summer,0
T00386,2023-01-05,05:30:00,Moto,KG 205 St,RAB469H,Nyamirambo,Nyarugenge,-1.969036,30.040535,Mageragere,Nyarugenge,-2.012738,30.008018,6.06,1820,1,05:33:00,06:23:00,9,0,Fog,27.3,81,49,2.2,None,0,91,1,1,3,Autumn,0
T00387,2023-01-05,05:45:00,Moto,RN4 (Kigali-Kayonza Rd),RAB693H,Kicukiro Centre,Kicukiro,-1.981538,30.102327,Kimicanga,Gasabo,-1.945878,30.070036,5.35,1640,1,05:49:00,06:06:00,11,27,Rain,22.0,75,8,15.0,None,0,39,0,0,3,Autumn,1
T00388,2023-01-05,06:00:00,Bus,KK 28 Ave,RAD249C,Kicukiro Centre,Kicukiro,-1.98364,30.101492,Muhima,Nyarugenge,-1.942742,30.050652,7.25,640,28,06:01:00,06:46:00,-1,21,Clear,15.4,67,28,14.0,Festival,500,67,1,0,3,Spring,1
T00389,2023-01-05,06:15:00,Bus,KN 67 St,RAD640C,Rwandex,Nyarugenge,-1.966693,30.065381,Nyabisindu,Nyarugenge,-1.972052,30.039141,2.98,380,26,06:15:00,06:44:00,-1,9,Heavy Rain,25.8,77,50,16.2,Festival,0,15,0,1,3,Autumn,1
T00390,2023-01-05,06:30:00,Taxi,KG 7 Ave,RAC748B,Gishushu,Gasabo,-1.948795,30.102364,Gahanga,Kicukiro,-2.018375,30.112234,7.81,4120,4,06:30:00,07:24:00,1,14,Heavy Rain,12.6,70,41,6.9,None,0,75,0,1,3,Autumn,1
T00391,2023-01-05,06:45:00,Moto,KN 5 Rd,RAB244B,Gishushu,Gasabo,-1.944249,30.103758,Gatenga,Kicukiro,-1.981572,30.08678,4.56,1440,1,06:49:00,07:27:00,17,17,Cloudy,29.0,88,28,18.6,Sports,0,85,0,0,3,Winter,1
T00392,2023-01-05,07:00:00,Moto,KG 17 Ave,RAB351F,Bumbogo,Gasabo,-1.887222,30.099049,Kagunga,Gasabo,-1.910824,30.112119,3.0,1050,1,07:02:00,07:27:00,13,-3,Cloudy,27.1,96,1,2.4,None,2000,98,0,0,3,Summer,0
T00393,2023-01-05,07:15:00,Moto,KG 28 Ave,RAB901H,Rugando,Kicukiro,-1.960993,30.126225,Kinyinya,Gasabo,-1.916969,30.100302,5.68,1720,1,07:17:00,08:02:00,7,4,Clear,22.1,95,59,0.6,None,0,62,0,1,3,Summer,0
T00394,2023-01-05,07:30:00,Taxi,KK 10 Ave,RAC310A,Gahanga,Kicukiro,-2.020796,30.108461,Nyarutarama,Gasabo,-1.938591,30.108095,9.14,4660,2,07:34:00,08:12:00,10,17,Clear,14.0,56,16,6.0,None,50000,55,0,0,3,Autumn,1
T00395,2023-01-05,07:45:00,Moto,KG 205 St,RAB700B,Kigali International Airport,Kicukiro,-1.96917,30.138876,Rugarama,Nyarugenge,-1.948366,30.027577,12.58,3440,1,07:46:00,08:08:00,-1,17,Rain,15.7,61,56,15.9,None,0,79,0,0,3,Autumn,1
T00396,2023-01-05,08:00:00,Taxi,KK 432 St,RAC175D,Kinyinya,Gasabo,-1.919191,30.096851,Kabuga,Gasabo,-1.92664,30.183308,9.64,4860,3,08:02:00,08:33:00,0,23,Clear,16.9,85,55,13.5,None,0,23,1,0,3,Spring,1
T00397,2023-01-05,08:15:00,Bus,KG 550 St,RAD806G,Kagugu,Gasabo,-1.91249,30.073825,Kanogo,Nyarugenge,-1.943879,30.032807,5.74,540,32,08:19:00,09:03:00,16,15,Rain,16.2,39,44,8.7,Festival,10000,98,1,0,3,Summer,1
T00398,2023-01-05,08:30:00,Taxi,KG 550 St,RAC876C,Jabana,Gasabo,-1.897968,30.043916,Gishushu,Gasabo,-1.947949,30.104386,8.72,4490,1,08:31:00,08:50:00,3,19,Fog,20.7,69,30,5.1,Protest,10000,27,0,0,3,Winter,1
T00399,2023-01-05,08:45:00,Bus,KK 5 Rd,RAD389B,Nyabisindu,Nyarugenge,-1.976579,30.03712,Kagugu,Gasabo,-1.915714,30.074688,7.95,680,27,08:46:00,09:08:00,16,1,Cloudy,28.5,46,27,1.2,None,0,92,0,0,3,Winter,0
T00400,2023-01-05,09:00:00,Taxi,KK 5 Rd,RAC928F,Sonatube,Kicukiro,-1.96955,30.102341,Masaka,Kicukiro,-1.997226,30.147292,5.87,3350,1,09:03:00,09:51:00,18,4,Cloudy,19.8,87,42,6.8,None,50000,84,0,1,3,Autumn,0
T00401,2023-01-05,09:15:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC128D,Kicukiro Centre,Kicukiro,-1.98497,30.101624,Ndera,Gasabo,-1.944145,30.15209,7.22,3890,3,09:16:00,10:07:00,17,7,Heavy Rain,23.6,35,47,9.2,None,0,88,0,0,3,Spring,1
T00402,2023-01-05,09:30:00,Moto,RN1 (Kigali-Muhanga Rd),RAB795F,Gahanga,Kicukiro,-2.021039,30.111496,Kanyinya,Nyarugenge,-1.909106,30.009432,16.84,4510,1,09:32:00,10:15:00,16,12,Heavy Rain,24.0,68,51,13.7,None,500,30,0,0,3,Spring,1
T00403,2023-01-05,09:45:00,Bus,KK 10 Ave,RAD894H,Jabana,Gasabo,-1.902655,30.044486,Gatenga,Kicukiro,-1.982727,30.085758,10.02,800,18,09:47:00,10:21:00,5,20,Cloudy,27.2,47,38,12.9,Festival,0,14,0,0,3,Summer,1
T00404,2023-01-05,10:00:00,Moto,KN 67 St,RAB677F,Biryogo,Nyarugenge,-1.961458,30.04478,Kigali Heights,Gasabo,-1.950918,30.093552,5.55,1690,1,10:04:00,10:58:00,11,17,Fog,12.6,71,59,18.9,None,0,41,0,1,3,Autumn,1
T00405,2023-01-05,10:15:00,Taxi,KK 5 Rd,RAC259D,Nyabugogo Bus Park,Nyarugenge,-1.956309,30.058661,Kagunga,Gasabo,-1.90799,30.10794,7.67,4070,1,10:19:00,10:57:00,7,19,Fog,19.1,33,29,2.0,Concert,0,98,0,0,3,Autumn,1
T00406,2023-01-05,10:30:00,Bus,KG 11 Ave,RAD651C,Nyarugunga,Kicukiro,-1.994823,30.117044,Gisozi,Gasabo,-1.931853,30.06317,9.21,750,19,10:31:00,11:21:00,0,4,Storm,25.7,49,34,6.7,None,0,49,0,0,3,Spring,0
T00407,2023-01-05,10:45:00,Moto,RN1 (Kigali-Muhanga Rd),RAB132E,Nyabugogo Bus Park,Nyarugenge,-1.95742,30.058112,Kicukiro Centre,Kicukiro,-1.980119,30.102865,5.58,1700,1,10:45:00,11:19:00,3,3,Rain,26.2,57,47,9.6,None,0,85,1,0,3,Winter,0
T00408,2023-01-05,11:00:00,Moto,KG 550 St,RAB358A,Kigali International Airport,Kicukiro,-1.968244,30.138668,Gishushu,Gasabo,-1.945822,30.100644,4.91,1530,1,11:03:00,11:32:00,12,-2,Heavy Rain,28.2,69,50,13.4,None,0,4,0,0,3,Winter,0
T00409,2023-01-05,11:15:00,Bus,KK 432 St,RAD333G,Nyabisindu,Nyarugenge,-1.977401,30.041855,Muhima,Nyarugenge,-1.942139,30.047904,3.98,440,28,11:15:00,11:36:00,15,26,Rain,24.2,94,19,9.9,Festival,50000,47,0,1,3,Summer,1
